description,segment,category,subcategory
TB VENUS ROSE ROSE 62X130,2-CASA E CONSTRUCAO,38-CAMA MESA E BANHO,93-BANHO TOALHA TB VENUS ROSE ROSE 62X130
TOALHA DE PRAIA ESTAMPADO,2-CASA E CONSTRUCAO,38-CAMA MESA E BANHO,93-BANHO TOALHA TOALHA DE PRAIA ESTAMPADO
TRAVESSEIRO DUAL ZONE,2-CASA E CONSTRUCAO,38-CAMA MESA E BANHO,94-CAMA TRAVESSEIRO TRAVESSEIRO DUAL ZONE
TRAVESSEIRO POP FIRME,2-CASA E CONSTRUCAO,38-CAMA MESA E BANHO,94-CAMA TRAVESSEIRO TRAVESSEIRO POP FIRME
TRAVESSEIRO POP MEDIO,2-CASA E CONSTRUCAO,38-CAMA MESA E BANHO,94-CAMA TRAVESSEIRO TRAVESSEIRO POP MEDIO
AMENDOIM ELMA CHIPS 145G JAPONES,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES AMENDOIM ELMA CHIPS145G JAPONES
BATATA FRITA LAYS 80g SOUR CREAM,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BATATA FRITA LAYS 80gSOUR CREAM
BATATA OND GBARBOSA 60g ORIGINAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BATATA OND GBARBOSA 60gORIGINAL
CHEETOS ELMA CHIPS 45g REQUEIJAO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHEETOS ELMA CHIPS 45gREQUEIJAO
SALGADINHO CHEEZ-IT 65g PARMESAO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO CHEEZ-IT 65gPARMESAO
SALGADINHO FANDANGOS 140g QUEIJO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO FANDANGOS 140gQUEIJO
SALGADINHO MILHO MICOS 45g PIZZA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO MILHO MICOS 45gPIZZA
SALGADINHO PLINCAO 100G PRESUNTO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO PLINCAO 100GPRESUNTO
SALGADINHO TORCIDA 70g CHURRASCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO TORCIDA 70gCHURRASCO
SALGADINHO TORCIDA 70g PAST CARN,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO TORCIDA 70gPAST CARN
SALGADINHO TORCIDA JR 45g CEBOLA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO TORCIDA JR 45gCEBOLA
SALGADINHO TORCIDA JR 45g QUEIJO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADINHO TORCIDA JR 45gQUEIJO
SNACK EQLIBRI PANETINI 40g ERVAS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SNACK EQLIBRI PANETINI 40gERVAS
BALA HALLS 82 5G C/3 EXTRA FORTE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BALA HALLS 825G C/3 EXTRA FORTE
BALA MENTOS FRUITTE MORAN 112 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BALA MENTOS FRUITTE MORAN 1125G
DROPS HALLS 21X27.5G EXTRA FORTE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES DROPS HALLS21X27.5G EXTRA FORTE
DROPS MENTOS STICK 37.5G YOG MOR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES DROPS MENTOS STICK 37.5GYOG MOR
PASTILHA MENTOS STICK 37 5G MINT,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PASTILHA MENTOS STICK 375G MINT
PASTILHA TIC TAC 14 5G COCA COLA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PASTILHA TIC TAC 145G COCA COLA
PASTILHA TRIDENT MINTS 22.5g MOR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PASTILHA TRIDENT MINTS 22.5gMOR
WAFER BAUDUCCO MAXI COOK CR 117G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCED WAFER BAUDUCCOMAXI COOK CR 117G
WAFER NESTLE KIT KAT VEGAN 41 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCED WAFER NESTLE KIT KAT VEGAN 415G
BISC ADRIA MOUSSE 130G CHOCOLATE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC ADRIA MOUSSE 130GCHOCOLATE
BISC ADRIA TORTINHA 140g MORANGO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC ADRIA TORTINHA 140gMORANGO
BISC ADRIA WAF MOUSSE 100G LIMAO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC ADRIA WAF MOUSSE 100GLIMAO
BISC BELVITA 75G C/3 MACA/CANELA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC BELVITA 75G C/3MACA/CANELA
BISC CAMIL ARROZ INTEG 90G INTEG,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC CAMIL ARROZ INTEG 90GINTEG
BISC CLUB SOCIAL 141g C/6 QUEIJO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC CLUB SOCIAL 141g C/6QUEIJO
BISC CLUB SOCIAL 288G INTEG TRAD,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC CLUB SOCIAL 288GINTEG TRAD
BISC CLUB SOCIAL INT 144G CEBOLA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC CLUB SOCIAL INT 144GCEBOLA
BISC COOKIE MARILAN 80G ORIGINAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC COOKIE MARILAN 80GORIGINAL
BISC COOKIE TODDY 150G CHOCOLATE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC COOKIE TODDY 150GCHOCOLATE
BISC COOKIES BAUD 100G CHOCOLATE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC COOKIES BAUD100G CHOCOLATE
BISC FABISE WAFER 120g FABIRESCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC FABISE WAFER 120gFABIRESCO
BISC GAROTO WAFER 110G CHOCOLATE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC GAROTO WAFER 110GCHOCOLATE
BISC KITKAT 4 FINGERS GOLD 41 5g,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC KITKAT 4 FINGERS GOLD 415g
BISC MABEL AMANTEIGADO 330g CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MABEL AMANTEIGADO 330gCHOC
BISC MABEL AMANTEIGADO 330g COCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MABEL AMANTEIGADO 330gCOCO
BISC MABEL AMANTEIGADO 330g NATA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MABEL AMANTEIGADO 330gNATA
BISC MAIZENA FORTALEZA 350g CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MAIZENA FORTALEZA 350gCHOC
BISC MAIZENA FORTALEZA 350g TRAD,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MAIZENA FORTALEZA 350gTRAD
BISC MAIZENA VITARELLA 350g CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MAIZENA VITARELLA 350gCHOC
BISC MARILAN RECH 90g DOCE LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MARILAN RECH 90gDOCE LEITE
BISC MARILAN TEENS RECH 30G CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MARILAN TEENS RECH 30GCHOC
BISC MARILAN TEENS RECH 80G CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MARILAN TEENS RECH 80GCHOC
BISC MARILAN TEENS RECH 90g CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MARILAN TEENS RECH 90gCHOC
BISC MARILAN TORTINHA 140g LIMAO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MARILAN TORTINHA 140gLIMAO
BISC MARILAN TORTINHA 300g LIMAO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC MARILAN TORTINHA 300gLIMAO
BISC NESFIT BOLSO 126g 3 CEREAIS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC NESFIT BOLSO 126g3 CEREAIS
BISC NESFIT 160G LARANJA/CENOURA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC NESFIT160G LARANJA/CENOURA
BISC NESFIT 160G MORANGO/CEREAIS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC NESFIT160G MORANGO/CEREAIS
BISC NESTLE BONO RECH 140g LIMAO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC NESTLE BONO RECH 140gLIMAO
BISC PIRAQUE RECH 160g CHOCOLATE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC PIRAQUE RECH 160gCHOCOLATE
BISC PIRAQUE RECH 160G CHOCOLATE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC PIRAQUE RECH 160gCHOCOLATE
BISC PIRAQUE SALG 100g REPETISCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC PIRAQUE SALG 100gREPETISCO
BISC RECH BONO NESTLE 126g LIMAO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC RECH BONO NESTLE 126gLIMAO
BISC RECH MARILAN 90G DOCE LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC RECH MARILAN 90GDOCE LEITE
BISC RECH NIKITO 135G DOCE LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC RECH NIKITO 135GDOCE LEITE
BISC RECH OREO 90G MILKSHAKE MOR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC RECH OREO 90GMILKSHAKE MOR
BISC RECH TRAKINAS 126G CHOC/MOR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC RECH TRAKINAS 126GCHOC/MOR
BISC RICHESTER TORTINHA 140g MOR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC RICHESTER TORTINHA 140gMOR
BISC ROSQUINHA MARILAN 300g COCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC ROSQUINHA MARILAN 300gCOCO
BISC SAO LUIZ WAFER 110G MORANGO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC SAO LUIZ WAFER 110GMORANGO
BISC SOL HITS 80g CEBOLA E SALSA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC SOL HITS 80gCEBOLA E SALSA
BISC TORTUGUITA COOKIES 60G BAUN,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC TORTUGUITA COOKIES 60GBAUN
BISC TORTUGUITA COOKIES 60G CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC TORTUGUITA COOKIES 60GCHOC
BISC VITARELLA 400G TRAD MAIZENA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA 400G TRADMAIZENA
BISC VITARELLA 400G MAISENA CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA 400GMAISENA CHOC
BISC VITARELLA MAIZENA 400g BAUN,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA MAIZENA 400gBAUN
BISC VITARELLA MAIZENA 400g CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA MAIZENA 400gCHOC
BISC VITARELLA RECH 130g D LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA RECH 130gD LEITE
BISC VITARELLA TREL RECH 60g MOR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA TREL RECH 60gMOR
BISC VITARELLA WAFER 80g ABACAXI,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA WAFER 80gABACAXI
BISC VITARELLA WAFER 80g LARANJA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA WAFER 80gLARANJA
BISC VITARELLA WAFER 80g MORANGO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VITARELLA WAFER 80gMORANGO
BISC VOVO CLARA 150g BOLINHA QJO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC VOVO CLARA 150gBOLINHA QJO
BISC WAFER BAUDUCCO 140G MORANGO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC WAFER BAUDUCCO140G MORANGO
BISC WAFER NESTLE 110G PRESTIGIO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC WAFER NESTLE 110GPRESTIGIO
BISC WAFER NESTLE 110g PRESTIGIO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC WAFER NESTLE 110GPRESTIGIO
BISC WAFER RICHESTER 80g MORANGO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC WAFER RICHESTER 80gMORANGO
BISC ZOO CARTOON 110g BRIGADEIRO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC ZOO CARTOON 110gBRIGADEIRO
CHOC WAFER RECH DTONE BCO 100 8G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC WAFER RECH DTONE BCO 1008G
CHOC WAFER RECH RICHESTER 100 8G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC WAFER RECH RICHESTER 1008G
CEREAL INF MUCILON 230G SC ARROZ,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CEREAL INF MUCILON230G SC ARROZ
CEREAL INF MUCILON 230G SC MILHO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CEREAL INF MUCILON230G SC MILHO
BISC KITKAT 4 FINGERS DARK 41 5g,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC KITKAT 4 FINGERS DARK 415g
CHOC BARRA HERSHEYS 85G AMENDOIM,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC BARRA HERSHEYS85G AMENDOIM
CHOC BARRA HERSHEYS 92G AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC BARRA HERSHEYS92G AO LEITE
CHOC BARRA HERSHEYS 92G M AMARGO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC BARRA HERSHEYS92G M AMARGO
CHOC BARRA LACTA 85G 60  LARANJA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC BARRA LACTA 85G60  LARANJA
CHOC BARRA TALENTO 90G CAST PARA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC BARRA TALENTO90G CAST PARA
CHOC HERSHEYS 87g COOKIES N CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC HERSHEYS 87gCOOKIES N CHOC
CHOC KIT KAT BRANCO NESTLE 41 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC KIT KAT BRANCO NESTLE 415G
CHOC LACTA 20X20G DIAMANTE NEGRO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC LACTA 20X20GDIAMANTE NEGRO
CHOC LACTA BIS 45G XTRA AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC LACTA BIS 45G XTRAAO LEITE
CHOC LACTA BIS XTRA 45g AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC LACTA BIS XTRA 45gAO LEITE
CHOC NESTLE 41.5G KIT KAT BRANCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC NESTLE 41.5G KIT KATBRANCO
CHOC NESTLE CLASSIC 90g AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC NESTLE CLASSIC 90gAO LEITE
CHOC NESTLE CLASSIC 90g DOU CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC NESTLE CLASSIC 90gDOU CHOC
CHOC NESTLE KITKAT 41 5G-TA DARK,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC NESTLE KITKAT 415G-TA DARK
CHOC NESTLE KITKAT 41 5G-TA GOLD,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC NESTLE KITKAT 415G-TA GOLD
CHOC NESTLE KITKAT 41 5G-TA TRAD,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC NESTLE KITKAT 415G-TA TRAD
CHOC NESTLE 90G CRUNCH CHOCOLATE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC NESTLE90G CRUNCH CHOCOLATE
CHOC PO PINK 1 01KG-PC 32  CACAU,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC PO PINK 101KG-PC 32  CACAU
CHOC SNICKERS 100 CALORIAS 21 5g,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC SNICKERS 100 CALORIAS 215g
CHOC TALENTO DARK 75g CARAM SALG,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC TALENTO DARK 75gCARAM SALG
CHOC TALENTO DARK 75g NIBS CACAU,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC TALENTO DARK 75gNIBS CACAU
CHOC TORTUGUITA 15 5G BRIGADEIRO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC TORTUGUITA 155G BRIGADEIRO
CHOC WAFER BIS XTRA 45G AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC WAFER BIS XTRA 45GAO LEITE
CHOC WAFER LACTA BIS OREO 100 8G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC WAFER LACTA BIS OREO 1008G
CHOC.NESTLE 41 5G KIT KAT BRANCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC.NESTLE 415G KIT KAT BRANCO
CONFEITO MeM S CHOC 45g AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CONFEITO MeM S CHOC 45gAO LEITE
DOCE AMEND STA HELENA 1 5KG GIBI,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES DOCE AMEND STA HELENA 15KG GIBI
GELEIA LINEA S/ACUC 230g MORANGO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GELEIA LINEA S/ACUC 230gMORANGO
GELEIA QUEENSBERRY 320G FRUT VRM,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GELEIA QUEENSBERRY 320GFRUT VRM
GELEIA QUEENSBERRY 320g PIM VERM,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GELEIA QUEENSBERRY 320gPIM VERM
GOIABADA LISA 200G VERMEL 0 200G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOIABADA LISA 200G VERMEL 0200G
BALA BUBBALOO AZEDINHA MIX 82 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BALA BUBBALOO AZEDINHA MIX 825G
BALA BUBBALOO AZEDINHA MOR 82 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BALA BUBBALOO AZEDINHA MOR 825G
CHIC TRIDENT 18S 30 6G BLUEBERRY,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHIC TRIDENT 18S 306G BLUEBERRY
GOMA MASCAR TRIDENT 30.6g SPEARM,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASCAR TRIDENT 30.6gSPEARM
GOMA MASCAR TRIDENT C/4 MELANCIA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASCAR TRIDENT C/4MELANCIA
CR IOIO CREM HERSHEYS 180G MISTO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CR IOIO CREM HERSHEYS 180GMISTO
DOCE COCADA ITAPIRA 220G NATURAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES DOCE COCADA ITAPIRA 220GNATURAL
PAO DE MEL PARTIE 67G BRIGADEIRO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PAO DE MEL PARTIE 67GBRIGADEIRO
PAO DE MEL PARTIE 67G DOCE LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PAO DE MEL PARTIE 67GDOCE LEITE
PAO MEL CORY DIMEL 110g AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PAO MEL CORY DIMEL 110gAO LEITE
OVO LACTA CHOC AO LEITE 54g OREO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES OVO LACTA CHOC AO LEITE 54gOREO
OVO PASCOA LACTA 166G N15 BARBIE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES OVO PASCOA LACTA 166G N15BARBIE
TORRADA BAUDUCCO 142G MULTIGRAOS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA BAUDUCCO 142GMULTIGRAOS
TORRADA BAUDUCCO 284G MULTIGRAOS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA BAUDUCCO 284GMULTIGRAOS
TORRADA PIRAQUE 142G TRADICIONAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA PIRAQUE 142GTRADICIONAL
TORRADA VISCONTI 120g MULTIGRAOS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA VISCONTI 120gMULTIGRAOS
ARROZ AGULH CAMIL L5 3P5KG,1-BENS DE CONSUMO,6-MERCEARIA,20-GRAOS ARROZ ARROZ AGULH CAMIL L53P5KG
VARAL KREA CHAO 15M,2-CASA E CONSTRUCAO,47-BANHEIRO COZINHA E LAVANDERIA,213-LAVANDERIA VARAL VARAL KREA CHAO 15M
MAC GALO 500G SEM PENA,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC GALO 500G SEMPENA
AGUA MIN CAXAMBU 1 255ML C/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN CAXAMBU 1255ML C/G
AGUA MIN CAXAMBU 1 255ML S/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN CAXAMBU 1255ML S/G
AGUA MIN IGARAPE 1 5L-GF C/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN IGARAPE 15L-GF C/G
AGUA MINERAL NOSSA AGUA 1 5L,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MINERAL NOSSA AGUA 15L
AGUA PUREZA 1 5L S/GAS VITAL,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA PUREZA 15L S/GAS VITAL
AGUA PUREZA 6 3L S/GAS VITAL,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA PUREZA 63L S/GAS VITAL
WHISKY PASSPORT 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY PASSPORT 1L
WHISKY PASSPORT 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY PASSPORT 1L
WHISKY PASSPORT 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY PASSPORT 1L
WHISKY PASSPORT 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY PASSPORT 1L
WHISKY TEACHERS 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY TEACHERS 1L
GIN ROCKS 1L STRAWBERRY,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOS GIN GIN ROCKS 1LSTRAWBERRY
CAF AF PILAO TR VERMEL 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AF PILAO TR VERMEL 250G
CAF AL CABOC TRAD LP  500GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL CABOC TRAD LP  500GR
CAF AL GD PIMPINELA RJ 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL GD PIMPINELA RJ 250G
CAF AL GD PIMPINELA RJ 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL GD PIMPINELA RJ 500G
CAF AL PR CLARA PREMIU 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL PR CLARA PREMIU 250G
CAF AL TR CIROL VERMEL 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL TR CIROL VERMEL 250G
CAF AL TRAD CONFIARE  250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL TRAD CONFIARE  250GR
CAF BLEND53 ALM INTE 250 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF BLEND53 ALM INTE 250 GR
CAF DF TR MELITTA AZUL 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF DF TR MELITTA AZUL 250G
CAF SOL LOR SH ESPRESSO 40G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF SOL LOR SH ESPRESSO 40G
CAF SOL RF CIROL VERMEL 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF SOL RF CIROL VERMEL 50G
CAF VAC  FORT TOR MOID 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF VAC  FORT TOR MOID 500G
CAF VP EF BAHIA VERMEL 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF VP EF BAHIA VERMEL 250G
CAF VP TR CIROL VERMEL 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF VP TR CIROL VERMEL 250G
CAF VP TRAD CONFIARE  250GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF VP TRAD CONFIARE  250GR
CAFE ALM EX FORTE COOP 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM EX FORTE COOP 500G
CAFE ALM EX FORTE MOKA 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM EX FORTE MOKA 500G
CAFE ALM EX FORTE PELE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM EX FORTE PELE 500G
CAFE ALM INTENSO PILAO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM INTENSO PILAO 500G
CAFE ALMOF COFFEE FARM 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF COFFEE FARM 500G
CAFE ALMOF ESP JAGUARI 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF ESP JAGUARI 500g
CAFE ALMOF MOINHO FINO 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF MOINHO FINO 500g
